,0,1,2,3
0,0.9904204,0.009201066,0.0003779592,6.1461583e-07
1,0.9996124,0.00031500892,7.097904e-05,1.5863557e-06
2,0.9997408,0.000102979604,0.00015565481,5.7998767e-07
3,0.99926656,0.0006379026,9.523998e-05,2.0715007e-07
4,0.99978155,0.00012771372,9.050647e-05,2.5386154e-07
5,0.99863964,0.0012848406,7.5303455e-05,1.6010902e-07
6,0.9992448,1.7891378e-05,0.0007359327,1.3859134e-06
7,0.9991999,0.00042761193,0.00037233628,1.6216981e-07
8,0.99916804,0.00065117533,0.00018069056,1.0311606e-07
9,0.99929976,0.00022850954,0.0004716706,8.3519325e-08
10,0.9775778,0.0122425435,0.010179281,3.4548424e-07
11,0.9986557,0.00020800672,0.0011361786,1.4215546e-07
12,0.9993505,0.00045401586,0.00019534858,1.3905223e-07
13,0.98727244,0.00019567614,0.012530358,1.515923e-06
14,0.9996592,0.00021205592,0.00012867963,1.0002164e-07
15,0.99861085,0.0005827062,0.0008061348,2.450627e-07
16,0.99813205,0.0011073191,0.00076048163,2.919838e-07
17,0.9984034,0.0005924309,0.0010040018,1.1986512e-07
18,0.99977785,5.9865706e-05,0.00016214597,2.1861833e-07
19,0.9980007,0.0015436815,0.0004553678,2.4685949e-07
